trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-403345;12-10-2026;N-20163;ATM;MCH-10592;Bandung;5.533.916;0
TRX-400089;12-07-2026;N-21270;BIFAST;;SBY;9.283.554;6500
TRX-410989;24-08-2025;N-22054;qris;;Medan;4.880.424,41;0
TRX-402901;01-07-2025;N-20613;;;Yogyakarta;9.613.787;6500
TRX-409604;31-13-2026;N-22954;BI_FAST;;Bandung;4.177.121;2500
TRX-406974;30-04-2025;N-20889;TRANSFER;MCH-8688;Jakarta Selatan;1.987.274,12;
TRX-401731;22-01-2025;N-22284;qris;MCH-8093;Yogyakarta;356.668;0
TRX-410670;23-12-2026;N-21625;;MCH-10906;;9.298.237;0
TRX-412411;01-05-2025;N-22886;LIVIN;MCH-9024;BDG;-6.132.532;0
TRX-401749;01-07-2026;N-22930;ATM_LINK;MCH-8334;Bandung;8.842.270;6500
TRX-400926;20-03-2026;N-21919;ATM_LINK;MCH-10200;Jkt Sel;128.435,24;2500
TRX-410855;16-06-2025;N-22633;ATM_LINK;MCH-10181;;2.341.463,37;6500
TRX-402860;06-02-2026;N-20982;BIFAST;;Medan;6.032.595;2500
TRX-413230;01-05-2026;N-22187;qris;MCH-10916;SBY;5.495.324;2500
TRX-401321;20-07-2026;N-22733;livin;;BDG;9.328.167;6500
TRX-413952;26-10-2025;N-22866;livin;;SBY;5.069.381;6500
TRX-406495;;N-22436;;MCH-10197;Jakarta Selatan;9.895.653,42;2500
TRX-403560;26-02-2026;N-21689;BI_FAST;MCH-9421;Jkt Sel;6.246.090;6500
TRX-407338;13-08-2025;N-21483;BIFAST;;Bandung;1.776.724;0
TRX-409040;08-03-2026;N-20355;ATM_LINK;;;9.781.205;2500
TRX-412285;03-12-2026;N-20075;ATM_LINK;MCH-8320;Bandung;4.252.000;2500
TRX-412397;21-11-2026;N-22477;LIVIN;MCH-10305;Bandung;6.219.252;0
TRX-410144;25-12-2025;N-21872;livin;MCH-9508;BDG;3.713.399;2500
TRX-412149;12-10-2025;N-21151;livin;;Medan;1.101.705;0
TRX-402335;29-11-2025;N-22110;bifast;MCH-8556;Jkt Sel;5.464.836;2500
TRX-411496;08-01-2025;N-22397;LIVIN;MCH-10904;Yogyakarta;5.950.273;0
TRX-413055;19-08-2025;N-21146;livin;;Yogyakarta;5.589.587;2500
TRX-412561;12-05-2025;N-22035;BIFAST;MCH-10641;;6.748.540;6500
TRX-408359;22-06-2026;N-21196;QRIS;;Bandung;3.342.482;
TRX-400829;06-01-2026;N-99999;LIVIN;MCH-8955;Yogyakarta;3.830.764,60;2500
TRX-401741;28-05-2026;N-20688;livin;MCH-9270;Yogyakarta;1.881.779,22;2500
TRX-402821;18-09-2025;N-20955;bifast;;Surabaya;9.271.053;0
TRX-400512;06-09-2025;N-20389;TRANSFER;;;526.641,21;6500
TRX-405951;14-12-2026;N-22428;livin;;BDG;240.491;2500
TRX-405704;02-10-2025;N-20205;bifast;;SBY;4.951.235;
TRX-410075;22-09-2026;N-22341;BIFAST;;;2.400.719;0
TRX-411355;11-07-2025;N-21084;QRIS;MCH-8196;SBY;3.630.965;6500
TRX-406850;08-12-2026;N-21464;BI_FAST;MCH-9930;;7.717.428;
TRX-410748;04-06-2025;N-22669;ATM_LINK;;Medan;2.926.780;2500
TRX-400100;22-12-2025;N-22292;;MCH-10143;Surabaya;4.573.057;0
TRX-409074;24-05-2026;N-21736;BI_FAST;MCH-9232;Yogyakarta;255.498;6500
TRX-412462;29-01-2026;N-22789;livin;MCH-9412;Medan;5.283.529;2500
TRX-408782;17-07-2025;N-20532;qris;;SBY;8.833.632;0
TRX-404105;27-02-2025;N-21705;ATM_LINK;MCH-8511;Jkt Sel;9.721.773;2500
TRX-407202;01-09-2025;N-21174;;MCH-9104;SBY;1.958.701,22;6500
TRX-409928;21-03-2026;N-22856;TRANSFER;MCH-8330;SBY;-96.377;6500
TRX-413361;29-05-2026;N-20896;bifast;;Medan;1.618.267,24;6500
TRX-411036;09-10-2026;N-21230;ATM_LINK;;;6.074.445;2500
TRX-404203;11-09-2026;N-22886;BIFAST;;;254.250;6500
TRX-412442;30-03-2026;N-21971;BIFAST;MCH-10557;Yogyakarta;5.235.673,26;0
TRX-409089;21-05-2025;N-20770;BIFAST;;BDG;6.691.242;6500
TRX-407421;29-06-2025;N-22021;ATM;MCH-10164;Yogyakarta;2.876.469;2500
TRX-404769;09-12-2026;N-20554;QRIS;MCH-9610;;9.332.685;6500
TRX-407972;05-05-2025;N-22335;BI_FAST;;Surabaya;1.667.112,10;2500
TRX-414409;04-10-2025;N-22788;QRIS;;;4.675.252;2500
TRX-405145;27-11-2025;N-20522;ATM_LINK;;;5.733.981;6500
TRX-402096;18-06-2026;N-20843;BI_FAST;MCH-10950;BDG;2.597.567;
TRX-408041;02-04-2025;N-21104;livin;MCH-10948;SBY;1.359.534;0
TRX-404890;18-10-2025;N-22116;qris;;Medan;4.209.878,50;2500
TRX-407797;27-04-2026;N-20707;livin;MCH-10402;BDG;1.863.056;0
TRX-403411;04-06-2026;N-22894;ATM_LINK;MCH-8091;SBY;599.290;6500
TRX-405203;06-11-2026;N-21648;BIFAST;MCH-10703;Surabaya;6.042.078,65;0
TRX-404305;31-13-2026;N-22330;ATM_LINK;;Surabaya;9.372.094;0
TRX-409267;20-01-2025;N-21978;LIVIN;MCH-9786;Yogyakarta;7.421.593,13;0
TRX-409335;12-12-2026;N-20020;BIFAST;;Bandung;3.607.080;0
TRX-404399;23-09-2025;N-20928;bifast;;Bandung;2.511.487;6500
TRX-409617;27-10-2026;N-21943;ATM_LINK;MCH-8567;BDG;8.346.915;2500
TRX-412097;13-11-2025;N-22441;ATM_LINK;;BDG;9.158.113;6500
TRX-406871;02-01-2026;N-20882;;MCH-10383;Yogyakarta;3.965.950,45;2500
TRX-400380;04-10-2026;N-22326;;MCH-9893;Medan;6.114.797;0
TRX-405307;12-12-2026;N-20083;;MCH-10184;BDG;5.691.166;6500
TRX-404099;30-01-2025;N-20481;BI_FAST;MCH-10194;SBY;8.982.698;6500
TRX-404830;26-06-2026;;BIFAST;;Surabaya;2.584.201;6500
TRX-400048;31-05-2026;N-22534;BI_FAST;;;4.140.309;2500
TRX-400287;12-06-2026;N-21841;livin;;Surabaya;8.254.717,38;0
TRX-400252;16-04-2026;N-20454;BIFAST;MCH-9269;SBY;9.426.856;0
TRX-409827;12-03-2026;N-22696;LIVIN;;Medan;3.520.863;2500
TRX-408288;12-07-2026;N-99999;BIFAST;;Bandung;2.739.642,53;0
TRX-408456;12-12-2025;N-22204;QRIS;MCH-8256;Jakarta Selatan;1.923.180;2500
TRX-402299;06-12-2025;N-21860;livin;;;3.886.657;6500
TRX-403317;07-10-2026;N-21350;QRIS;MCH-10323;Bandung;4.449.871;0
TRX-405187;06-03-2025;N-20735;bifast;MCH-9627;Jkt Sel;8.252.577,33;2500
TRX-411538;28-02-2026;N-22177;livin;MCH-8293;SBY;3.849.528,79;0
TRX-413063;07-11-2026;N-22165;BIFAST;MCH-9041;SBY;9.134.247;6500
TRX-400340;19-06-2025;N-21283;;;Medan;4.326.157;0
TRX-404120;16-12-2026;N-99999;TRANSFER;MCH-9936;Surabaya;1.963.600,23;0
TRX-410126;22-12-2025;N-22311;qris;MCH-8627;Bandung;509.137;0
TRX-411854;;N-20379;qris;MCH-8760;Surabaya;1.668.942,80;6500
TRX-408970;18-07-2025;N-20011;qris;MCH-8006;Jkt Sel;746.764;0
TRX-403839;23-01-2026;N-22136;ATM;;Surabaya;1.961.558;0
TRX-413753;29-12-2026;N-21377;LIVIN;MCH-8461;Jakarta Selatan;4.713.933,80;2500
TRX-410032;30-10-2025;N-20372;QRIS;MCH-8240;Bandung;4.004.747;0
TRX-410685;12-11-2025;N-21684;qris;MCH-10178;Jakarta Selatan;-6.537.659;6500
TRX-406046;11-06-2026;N-21216;ATM_LINK;MCH-10030;;4.380.982;0
TRX-406887;12-03-2026;N-21034;BI_FAST;MCH-9368;Medan;9.100.190;
TRX-410714;20-02-2026;N-22226;;MCH-10730;BDG;4.853.522,69;0
TRX-414165;30-12-2025;N-20936;ATM_LINK;MCH-9717;Bandung;1.554.116;6500
TRX-407750;02-02-2026;N-22617;qris;;Jakarta Selatan;6.526.050,18;0
TRX-412229;06-10-2026;N-21789;bifast;MCH-10511;Surabaya;7.572.886;6500
TRX-409491;06-06-2026;N-21175;ATM;;Jakarta Selatan;6.698.119;6500
TRX-401036;11-08-2026;N-20133;BI_FAST;MCH-9132;Jakarta Selatan;1.810.405;2500
TRX-413415;14-09-2025;N-20687;LIVIN;;SBY;7.569.804;0
TRX-409364;28-02-2026;N-21769;TRANSFER;MCH-10733;BDG;5.624.335;0
TRX-413215;12-10-2026;N-22702;LIVIN;MCH-9757;Medan;8.202.649;2500
TRX-401494;10-07-2025;N-22880;ATM_LINK;MCH-8096;Bandung;6.304.934;2500
TRX-410207;10-03-2026;N-21028;QRIS;MCH-8049;BDG;1.234.846;2500
TRX-404340;27-07-2025;N-21925;qris;;Yogyakarta;8.069.998,53;2500
TRX-410973;18-05-2025;N-21529;TRANSFER;MCH-9432;Bandung;6.247.152;6500
TRX-410567;01-05-2026;N-21553;ATM;;Bandung;7.443.551;6500
TRX-411367;06-11-2025;;BIFAST;MCH-9898;Jakarta Selatan;1.648.378,45;0
TRX-412049;25-02-2025;N-20471;TRANSFER;MCH-10865;SBY;342.727;2500
TRX-413752;26-03-2025;N-20532;;;Jkt Sel;27.247;6500
TRX-411343;11-01-2026;N-21072;ATM_LINK;;Jakarta Selatan;5.584.306;0
TRX-414114;31-07-2026;N-22045;bifast;MCH-9416;BDG;3.867.269;6500
TRX-414550;30-11-2026;N-20667;ATM_LINK;;Jakarta Selatan;2.648.806;2500
TRX-404640;13-01-2026;N-22017;TRANSFER;MCH-10587;SBY;1.794.437;
TRX-413443;20-05-2025;N-22407;;MCH-8517;Bandung;6.071.047;2500
TRX-405759;15-03-2025;N-99999;ATM_LINK;MCH-9438;Surabaya;8.073.562,63;6500
TRX-409994;14-12-2026;N-21757;;MCH-10980;SBY;4.129.517;0
TRX-404885;03-12-2025;N-22312;BIFAST;MCH-10564;;6.575.206;0
TRX-407293;03-10-2025;N-21234;BIFAST;MCH-9374;Surabaya;9.723.783;6500
TRX-403979;23-08-2025;N-22600;BIFAST;;Yogyakarta;4.106.686;2500
TRX-409590;15-07-2025;N-20752;;;SBY;5.851.918,20;0
TRX-403470;30-04-2025;N-21649;ATM_LINK;MCH-9677;Medan;6.005.167;2500
TRX-409744;;N-22647;ATM_LINK;MCH-8758;;3.750.989;2500
TRX-408162;20-12-2025;N-22858;BI_FAST;;Jakarta Selatan;6.966.114;2500
TRX-409252;11-09-2026;N-22415;bifast;;Medan;7.744.307;6500
TRX-407800;24-12-2025;N-20351;QRIS;MCH-8185;SBY;8.684.552;2500
TRX-403782;22-10-2026;N-21926;BIFAST;MCH-9735;BDG;8.749.231,74;6500
TRX-411050;05-10-2025;N-22876;ATM;MCH-9909;SBY;6.129.588;2500
TRX-408137;24-04-2026;N-22377;BIFAST;MCH-8216;Bandung;183.223;0
TRX-400851;03-09-2025;N-21824;ATM;;SBY;9.929.581;2500
TRX-403703;31-13-2026;;livin;MCH-8209;Yogyakarta;3.372.284;6500
TRX-400904;25-03-2026;N-21273;ATM_LINK;;Medan;6.339.805;6500
TRX-402955;30-05-2024;N-21763;livin;MCH-9908;SBY;5.733.871;0
TRX-403955;12-03-2026;N-22952;LIVIN;MCH-8959;;2.324.248;6500
TRX-409808;13-09-2025;N-99999;livin;;SBY;6.411.643;6500
TRX-409432;24-04-2025;N-22237;ATM;MCH-8982;Surabaya;-8.703.682;6500
TRX-414151;31-07-2026;N-20887;ATM;MCH-10984;Surabaya;548.486,08;2500
TRX-408402;04-02-2025;N-22104;qris;MCH-10462;;1.710.527;
TRX-407303;23-08-2025;N-20941;ATM_LINK;MCH-10962;Bandung;4.854.318;6500
TRX-403323;20-04-2024;N-21013;BI_FAST;MCH-8229;BDG;7.891.547;6500
TRX-406249;29-03-2025;N-20536;ATM;MCH-10974;Yogyakarta;1.205.191;2500
TRX-405386;05-06-2024;N-22249;;;;7.630.902;
TRX-400388;31-13-2026;N-21927;bifast;;Medan;5.196.980;2500
TRX-404140;02-06-2025;N-20715;QRIS;MCH-9970;;1.993.877;2500
TRX-409605;29-05-2025;N-20338;BIFAST;MCH-9813;Bandung;7.786.521;6500
TRX-401471;24-11-2025;N-22031;;MCH-10070;Jakarta Selatan;7.801.331;2500
TRX-407701;12-04-2025;N-20133;LIVIN;MCH-10818;Medan;2.356.543;2500
TRX-405136;02-07-2026;N-22874;TRANSFER;;;-7.566.465;6500
TRX-406598;31-07-2025;N-21528;ATM;MCH-9942;Yogyakarta;6.941.521,10;
TRX-414466;;N-20367;LIVIN;;Jkt Sel;9.120.317;2500
TRX-404673;20-02-2025;N-21361;ATM;;Jkt Sel;8.139.867;0
TRX-405801;22-06-2026;N-21590;BI_FAST;;Yogyakarta;2.834.785;6500
TRX-410201;01-04-2025;N-21703;;;BDG;5.035.720,48;0
