trx_id;tgl_transaksi;nasabah_code;channel;merchant_code;kota;nominal;biaya_admin
TRX-310891;17-11-2028;N-21166;BI_FAST;MCH-5461;Yogyakarta;6.272.938;6500
TRX-313566;31-10-2028;N-12144;ATM;MCH-5321;Denpasar;3.294.290;0
TRX-306865;;N-16896;LIVIN;MCH-5761;Jkt Sel;9.621.456,55;2500
TRX-312184;13-11-2028;N-19078;BI_FAST;MCH-5612;Medan;8.597.933;2500
TRX-310335;18-09-2028;N-19855;ATM_LINK;MCH-5356;Banjarmasin;4.483.999;2500
TRX-308470;29-09-2028;N-10162;ATM_LINK;MCH-5414;Padang;6.643.385;6500
TRX-307298;26-10-2028;N-20334;ATM_LINK;MCH-5689;SBY;3.157.293;0
TRX-314048;23-09-2028;N-13453;ATM;MCH-6068;Denpasar;5.618.433;6500
TRX-308615;25-09-2028;N-21843;ATM;MCH-5883;Pontianak;2.810.306;6500
TRX-312415;01-10-2028;N-19441;QRIS;MCH-5186;Manado;1.671.719;6500
TRX-314910;15-09-2028;N-10125;BIFAST;MCH-5668;Pontianak;1.367.519;
TRX-305028;09-09-2028;N-18296;bifast;MCH-5860;Jakarta Selatan;8.269.733;2500
TRX-306241;28-08-2028;N-20257;BI_FAST;MCH-5261;Manado;2.791.060;2500
TRX-307435;28-08-2028;N-10848;BI_FAST;MCH-5527;Jayapura;4.850.937;6500
TRX-311855;10-10-2028;N-19696;ATM;MCH-5181;Jayapura;6.893.556;2500
TRX-313233;19-10-2028;N-13832;ATM_LINK;MCH-5597;BDG;5.429.104;6500
TRX-308834;15-11-2028;N-20645;BI_FAST;MCH-5014;Banjarmasin;9.326.883,97;2500
TRX-314316;17-11-2028;N-21441;BI_FAST;MCH-5981;Surabaya;8.450.407;6500
TRX-307648;19-09-2028;N-14080;livin;MCH-5195;Yogyakarta;4.451.004;6500
TRX-311011;30-09-2028;N-21633;BI_FAST;MCH-6111;Palembang;9.478.327;6500
TRX-311892;06-10-2028;N-20252;ATM_LINK;MCH-5188;Medan;3.258.246,59;2500
TRX-309186;25-10-2028;N-12401;livin;MCH-5776;Pontianak;8.625.498;2500
TRX-306536;;N-15284;livin;MCH-5757;Banjarmasin;4.046.724,82;0
TRX-311093;;N-10783;BI_FAST;MCH-5809;Padang;6.464.244;6500
TRX-311444;17-09-2028;N-14319;bifast;MCH-5643;Palembang;-466.308,78;0
TRX-306844;17-11-2028;N-14809;BI_FAST;MCH-5584;Medan;5.636.367;0
TRX-308111;03-09-2028;N-20877;bifast;MCH-5314;Medan;8.977.326;0
TRX-314067;07-10-2028;N-16786;LIVIN;MCH-5150;Banjarmasin;8.296.982,95;6500
TRX-309158;12-11-2028;N-15479;qris;MCH-6082;Banjarmasin;5.998.024,65;2500
TRX-309640;16-10-2028;N-21718;qris;MCH-5950;Pontianak;7.574.364,44;0
TRX-307924;29-10-2028;N-21642;ATM_LINK;MCH-5045;Jkt Sel;9.444.669;6500
TRX-308469;18-10-2028;N-18355;ATM;MCH-5303;;-6.857.944;6500
TRX-313710;10-11-2028;N-12715;LIVIN;MCH-6165;Medan;4.394.754;6500
TRX-307839;08-10-2028;N-13201;bifast;MCH-5049;Padang;3.776.517;0
TRX-306409;30-08-2028;N-20310;bifast;MCH-5940;Denpasar;9.081.020;6500
TRX-306694;24-10-2028;N-18706;QRIS;;Makassar;3.375.822,03;0
TRX-310344;06-11-2028;N-18490;qris;MCH-6003;Banjarmasin;3.634.424;6500
TRX-313026;09-10-2028;N-21835;LIVIN;MCH-5321;Palembang;26.314;2500
TRX-311007;28-08-2028;N-17957;BI_FAST;MCH-6069;Jayapura;3.535.683,30;2500
TRX-310238;18-10-2028;N-14720;BIFAST;MCH-5427;Bandung;5.550.836;2500
TRX-307540;21-09-2028;N-19743;livin;MCH-5406;Jkt Sel;4.534.798;6500
TRX-308285;20-10-2028;N-10229;LIVIN;MCH-6048;Semarang;1.369.932;2500
TRX-307297;28-09-2028;N-15660;LIVIN;MCH-5624;Padang;9.845.637;0
TRX-310975;11-11-2028;N-14520;LIVIN;MCH-5063;Palembang;9.827.512;0
TRX-311417;07-09-2028;N-12470;LIVIN;MCH-5321;Semarang;6.033.565;2500
TRX-306653;10-11-2028;N-15140;bifast;MCH-5858;BDG;5.097.531;6500
TRX-310814;26-10-2028;N-14301;LIVIN;MCH-5105;Medan;7.417.274;6500
TRX-309877;25-09-2028;N-15131;livin;MCH-5713;Jakarta Selatan;8.283.517;0
TRX-311039;11-11-2028;N-18715;ATM;MCH-5265;Denpasar;2.959.119;6500
TRX-314172;09-09-2028;N-15951;qris;MCH-5120;Pekanbaru;4.912.210;6500
TRX-305421;;N-15599;ATM_LINK;MCH-5733;Pontianak;4.575.696;0
TRX-312645;31-08-2028;N-19129;LIVIN;MCH-5821;Yogyakarta;9.908.637;0
TRX-314353;25-10-2028;N-21668;QRIS;MCH-5573;Jkt Sel;6.075.570,57;2500
TRX-306352;03-10-2028;N-10571;BIFAST;MCH-5241;Semarang;380.969;2500
TRX-308931;29-08-2028;N-15003;LIVIN;MCH-5641;Yogyakarta;1.582.183,89;6500
TRX-310496;03-10-2028;N-20910;qris;MCH-5068;Denpasar;7.704.525;2500
TRX-306273;26-09-2028;N-14432;bifast;MCH-5006;Yogyakarta;8.184.730;2500
TRX-306204;09-11-2028;N-15979;livin;MCH-5333;Jkt Sel;2.855.691;0
TRX-314607;18-10-2028;N-13923;BIFAST;MCH-5443;Denpasar;7.490.215;0
TRX-310078;30-09-2028;N-19064;qris;MCH-5214;Yogyakarta;1.375.674;2500
TRX-308693;17-11-2028;N-12735;bifast;MCH-6068;Makassar;872.987;6500
TRX-314870;14-10-2028;N-17834;BIFAST;MCH-5489;Surabaya;8.032.402;2500
TRX-308339;06-09-2028;N-18557;bifast;MCH-5261;Manado;3.045.252;6500
TRX-312277;15-09-2028;N-10622;ATM;MCH-5926;Surabaya;5.872.140,93;6500
TRX-306348;15-10-2028;N-13376;qris;MCH-5519;SBY;9.047.851;0
TRX-312066;07-11-2028;N-18206;livin;MCH-5099;Denpasar;6.363.698;6500
TRX-306081;30-09-2028;N-19452;BI_FAST;MCH-5113;Jkt Sel;3.747.165;6500
TRX-312271;05-11-2028;N-10353;QRIS;MCH-5189;Jakarta Selatan;6.399.004;2500
TRX-307137;10-10-2028;N-17817;bifast;MCH-5430;SBY;9.647.576;0
TRX-305416;24-08-2028;N-12775;ATM_LINK;MCH-5858;Palembang;-4.379.406;6500
TRX-308980;12-10-2028;N-10528;BIFAST;MCH-6045;Jayapura;8.302.214;2500
TRX-308453;12-09-2028;N-18721;LIVIN;MCH-6135;Manado;4.775.915;0
TRX-307911;;N-14853;BIFAST;MCH-5133;Surabaya;3.908.219;2500
TRX-309182;16-09-2028;N-10920;livin;MCH-6074;Banjarmasin;2.312.001;0
TRX-306603;08-11-2028;N-19671;QRIS;MCH-5341;Padang;3.275.247;0
TRX-311223;03-09-2028;N-20545;ATM;MCH-5276;Banjarmasin;5.169.663,26;6500
TRX-310734;22-09-2028;N-21182;BI_FAST;MCH-5934;Banjarmasin;5.634.917;
TRX-311116;03-10-2028;N-15718;livin;MCH-5968;Balikpapan;4.673.895,66;0
TRX-308272;29-10-2028;N-13071;BI_FAST;MCH-5135;Makassar;7.520.824,83;0
TRX-311696;06-09-2028;N-11572;ATM;MCH-5997;Jayapura;8.956.524,44;6500
TRX-311653;09-11-2028;N-12479;qris;MCH-5578;Denpasar;8.468.738;6500
TRX-307624;10-10-2028;N-12905;qris;MCH-5647;Padang;6.696.492;2500
TRX-314403;22-09-2028;N-13667;BIFAST;MCH-5206;Yogyakarta;8.556.239,63;6500
TRX-312372;27-09-2028;N-16940;LIVIN;MCH-5415;Jkt Sel;479.107;2500
TRX-312015;05-10-2028;N-18153;BIFAST;MCH-6182;Denpasar;8.906.491,43;0
TRX-314115;06-11-2028;N-20483;BI_FAST;MCH-6128;SBY;6.484.751;0
TRX-310994;12-09-2028;N-16609;qris;MCH-6132;Medan;5.342.922;2500
TRX-311440;04-10-2028;N-16448;BI_FAST;MCH-5870;Pekanbaru;5.813.775;0
TRX-310761;09-09-2028;N-16441;ATM_LINK;MCH-5533;Jayapura;6.209.461;6500
TRX-307722;15-10-2028;N-12960;bifast;MCH-5920;Makassar;6.050.296,38;0
TRX-308788;26-09-2028;N-16760;ATM;MCH-5199;Jkt Sel;1.568.364,63;6500
TRX-310136;03-11-2028;N-14367;ATM_LINK;MCH-5244;Banjarmasin;8.205.332;0
TRX-305965;17-09-2028;N-16083;BIFAST;MCH-5888;Medan;5.985.354;6500
TRX-305462;20-09-2028;N-20753;QRIS;MCH-5034;SBY;8.921.616;0
TRX-313397;23-10-2028;N-17171;BIFAST;MCH-5241;Yogyakarta;8.014.850;2500
TRX-307864;10-11-2028;N-16569;BIFAST;MCH-5243;Palembang;410.886;2500
TRX-314726;05-09-2028;N-18377;ATM;MCH-5199;Semarang;289.233;0
TRX-313620;14-09-2028;N-10333;BI_FAST;MCH-5844;Banjarmasin;9.835.130,84;6500
TRX-310228;01-09-2028;N-16692;BIFAST;MCH-5685;Palembang;7.466.566;6500
TRX-308896;05-09-2028;N-18745;BIFAST;MCH-5519;Balikpapan;7.343.685;
TRX-312427;06-09-2028;N-10030;QRIS;MCH-5248;Padang;3.827.159;2500
TRX-307111;09-11-2028;N-10162;ATM_LINK;MCH-5163;Pekanbaru;9.824.180,41;2500
TRX-312432;10-11-2028;N-12153;LIVIN;MCH-5427;Jayapura;3.613.879;2500
TRX-306988;07-11-2028;N-10339;BI_FAST;MCH-5387;Pekanbaru;3.947.640;0
TRX-312091;10-11-2028;N-21947;BI_FAST;MCH-5002;Manado;1.570.719;2500
TRX-313806;05-09-2028;N-16580;bifast;MCH-6105;Manado;8.615.882;0
TRX-314832;09-11-2028;N-20960;bifast;MCH-5583;Medan;5.629.778;0
TRX-309521;19-09-2028;N-10138;bifast;MCH-6098;Pekanbaru;4.159.007;2500
TRX-312752;02-11-2028;N-18639;QRIS;MCH-5146;Jakarta Selatan;1.248.182;0
TRX-307706;02-10-2028;N-18212;BIFAST;MCH-6091;Balikpapan;486.648;0
TRX-311610;17-09-2028;N-21365;BI_FAST;MCH-5889;BDG;8.534.590;6500
TRX-305538;08-09-2028;N-16907;BIFAST;MCH-6022;Manado;6.648.870,10;0
TRX-308054;16-10-2028;N-14460;qris;MCH-5842;Balikpapan;1.556.784;6500
TRX-313241;01-11-2028;N-11223;BIFAST;MCH-5822;Jkt Sel;127.711;0
TRX-310241;14-10-2028;N-20956;BI_FAST;MCH-5453;Palembang;6.955.159;6500
TRX-308889;20-09-2028;N-14152;ATM_LINK;MCH-5830;Padang;8.057.605;0
TRX-310111;05-09-2028;N-10634;BIFAST;MCH-6071;SBY;4.433.569;2500
TRX-311336;31-10-2028;N-12577;ATM_LINK;MCH-5513;Balikpapan;6.673.045;2500
TRX-313878;03-10-2028;N-11824;LIVIN;MCH-5631;Denpasar;2.653.073;2500
TRX-306432;02-09-2028;N-21570;ATM;MCH-5104;Surabaya;-5.759.721;6500
TRX-308416;03-10-2028;N-15003;ATM_LINK;MCH-5673;Surabaya;3.633.824;0
TRX-314538;21-10-2028;N-19795;ATM;MCH-5766;Jayapura;3.764.738;0
TRX-310431;17-10-2028;N-16951;qris;MCH-5916;Surabaya;7.553.269;6500
TRX-310958;18-10-2028;N-12766;BI_FAST;MCH-5283;Surabaya;1.966.867;6500
TRX-313216;26-09-2028;N-16867;QRIS;MCH-5024;Medan;1.063.489,72;6500
TRX-314834;29-09-2028;N-10782;qris;MCH-5031;BDG;8.617.852;
TRX-312784;11-09-2028;N-21398;QRIS;MCH-5668;BDG;7.189.269;6500
TRX-309510;12-10-2028;N-14720;;MCH-5447;Padang;9.584.953;6500
TRX-312968;08-09-2028;N-20028;qris;MCH-5299;Medan;2.538.508;2500
TRX-312319;;N-15669;qris;MCH-6139;Makassar;2.274.527;0
TRX-312994;26-08-2028;N-14691;bifast;MCH-6136;Jakarta Selatan;3.872.868;6500
TRX-314287;;N-11839;livin;MCH-5059;SBY;1.924.188;6500
TRX-310043;24-09-2028;N-21843;bifast;MCH-5671;Bandung;3.640.410,24;2500
TRX-313321;01-11-2028;N-15103;QRIS;MCH-5498;Balikpapan;4.142.311;6500
TRX-310487;04-09-2028;N-20464;LIVIN;MCH-5631;Makassar;2.294.343;6500
TRX-310898;25-08-2028;N-20740;ATM;MCH-5099;Semarang;2.092.489;6500
TRX-306028;17-09-2028;N-20615;bifast;MCH-5859;Bandung;8.367.389;2500
TRX-309177;02-09-2028;N-16510;ATM;MCH-5070;Medan;7.458.692,55;2500
TRX-311340;15-09-2028;N-15522;livin;MCH-5418;Balikpapan;5.690.435;0
TRX-312562;08-11-2028;N-20073;ATM;MCH-5434;Jakarta Selatan;-8.079.452;2500
TRX-313225;31-13-2026;N-10971;bifast;MCH-6152;Padang;9.176.455;0
TRX-307311;04-09-2028;N-20817;bifast;MCH-6143;Bandung;5.504.214;0
TRX-311605;24-09-2028;N-14622;BIFAST;MCH-5667;Jkt Sel;3.277.478;6500
TRX-308503;01-11-2028;N-12339;livin;MCH-5996;Banjarmasin;1.225.852,63;2500
TRX-313895;18-10-2028;N-16095;ATM;MCH-6106;Makassar;506.180,54;2500
TRX-313406;15-11-2028;N-21468;BI_FAST;MCH-5002;Jkt Sel;2.919.321,89;2500
TRX-314617;13-09-2028;N-12236;ATM_LINK;MCH-5119;Semarang;4.687.067,35;0
TRX-313476;07-09-2028;N-14412;QRIS;MCH-5082;Medan;6.666.049;0
TRX-311309;28-09-2028;N-18382;LIVIN;MCH-6012;Banjarmasin;2.609.713;2500
TRX-313266;07-10-2028;N-10568;bifast;MCH-6046;Denpasar;9.030.242;0
TRX-314515;27-08-2028;N-18680;livin;MCH-5920;Padang;8.164.650;6500
TRX-314624;15-11-2028;N-18212;BIFAST;MCH-5115;Manado;7.610.381;6500
TRX-309659;08-10-2028;N-14359;LIVIN;MCH-5326;BDG;2.978.126,80;6500
TRX-314208;11-09-2028;N-11666;BIFAST;MCH-6118;Pontianak;8.424.336;6500
TRX-309673;29-09-2028;N-16716;bifast;MCH-5829;Palembang;3.828.247;6500
TRX-305585;01-09-2028;N-13339;QRIS;MCH-5415;Palembang;-9.956.597;6500
TRX-311558;05-11-2028;N-17370;livin;MCH-5441;Padang;3.736.246;2500
TRX-306263;23-09-2028;N-21593;bifast;MCH-5097;BDG;9.657.128;2500
TRX-311053;;N-17135;qris;MCH-5228;Yogyakarta;9.126.839;0
TRX-311883;05-09-2028;N-10753;QRIS;MCH-5909;Jayapura;2.152.557;2500
TRX-307277;26-08-2028;N-15476;LIVIN;MCH-5057;Jakarta Selatan;7.556.561;2500
TRX-310993;13-11-2028;N-20949;bifast;MCH-5551;Surabaya;4.451.253;6500
TRX-310901;11-09-2028;N-18880;BIFAST;MCH-5619;Padang;3.548.375;
TRX-305605;11-09-2028;N-21440;qris;MCH-5833;BDG;3.365.975;0
TRX-305084;14-09-2028;N-19510;QRIS;MCH-5368;BDG;3.243.276;2500
TRX-305047;16-09-2028;N-14904;ATM_LINK;MCH-5752;Makassar;6.757.831;2500
TRX-308495;18-09-2028;N-10843;livin;MCH-5227;Pekanbaru;3.668.607;6500
TRX-309123;28-08-2028;N-15337;ATM;MCH-5090;Bandung;2.757.841;2500
TRX-312417;08-09-2028;N-14537;bifast;MCH-5367;Bandung;1.518.384;2500
TRX-308662;14-10-2028;N-14925;LIVIN;MCH-6091;Bandung;1.039.293;6500
TRX-307392;09-11-2028;N-15776;ATM_LINK;MCH-5835;Balikpapan;3.144.802;2500
TRX-306815;27-08-2028;N-21975;QRIS;MCH-6041;Bandung;4.949.752;0
TRX-311724;29-10-2028;N-12292;QRIS;MCH-5218;Balikpapan;6.748.741;0
TRX-309266;03-10-2028;N-13267;ATM_LINK;MCH-5122;Denpasar;6.371.117;6500
TRX-309257;02-11-2028;N-19379;QRIS;MCH-5298;Semarang;3.642.105;0
TRX-311316;06-11-2028;N-12106;QRIS;MCH-5103;BDG;8.804.850;2500
TRX-309380;27-08-2028;N-20255;ATM_LINK;MCH-5246;Padang;950.529;0
TRX-309702;27-09-2028;N-19529;BI_FAST;MCH-5389;Jayapura;8.057.238;0
TRX-307131;31-13-2026;N-15592;ATM_LINK;MCH-6114;Padang;3.346.851;0
TRX-308736;22-10-2028;N-15405;BIFAST;MCH-5723;Manado;6.125.833;2500
TRX-311372;28-10-2028;N-13290;qris;MCH-5714;Pontianak;4.581.987;6500
TRX-313169;03-10-2028;N-17578;bifast;MCH-5974;Padang;7.472.906;6500
TRX-314453;23-10-2028;N-10521;ATM_LINK;MCH-5589;Surabaya;5.014.962;6500
TRX-311328;30-10-2028;N-10287;BIFAST;MCH-5651;Jkt Sel;7.558.405;2500
TRX-311249;12-10-2028;N-20979;ATM;MCH-5421;Palembang;5.010.099;0
TRX-314200;30-09-2028;N-10660;BI_FAST;MCH-5292;Jayapura;7.641.622;2500
TRX-310174;29-08-2028;N-14733;ATM;MCH-5405;Jakarta Selatan;9.463.894;0
TRX-305142;11-11-2028;;BI_FAST;MCH-5039;Medan;236.774;0
TRX-308868;29-09-2028;N-14630;BIFAST;MCH-5217;Pontianak;1.020.581,50;0
TRX-308486;02-09-2028;N-11340;BIFAST;MCH-5996;Semarang;8.691.367;2500
TRX-313648;01-10-2028;N-21818;BIFAST;MCH-5140;BDG;6.817.634;0
TRX-313115;27-10-2028;N-17506;LIVIN;MCH-5770;Balikpapan;6.360.546;0
TRX-309980;29-09-2028;N-18481;ATM;MCH-5260;Padang;9.067.185;
TRX-313628;29-09-2028;N-13358;bifast;MCH-6136;Pekanbaru;1.566.176;0
TRX-312704;17-10-2028;N-11515;qris;MCH-5292;Padang;5.226.421,71;6500
TRX-308215;18-10-2028;N-14475;qris;MCH-5916;Bandung;2.462.858;6500
TRX-311820;16-09-2028;N-19461;bifast;MCH-5719;Padang;5.662.316;0
TRX-309221;15-11-2028;N-19630;livin;MCH-5465;SBY;3.317.754;2500
TRX-308006;30-09-2028;N-16758;QRIS;MCH-5531;Manado;3.993.509;
TRX-313187;;N-10034;livin;MCH-5083;Palembang;8.693.930;0
TRX-308017;27-10-2028;N-12856;qris;MCH-5325;Banjarmasin;4.062.160,76;6500
TRX-305471;08-10-2028;N-11708;ATM_LINK;MCH-5303;Balikpapan;7.309.267;6500
TRX-307768;24-08-2028;N-13878;BIFAST;MCH-5713;Yogyakarta;7.286.275,30;6500
TRX-306509;11-11-2028;N-12003;QRIS;MCH-5588;Jkt Sel;8.551.417;2500
TRX-306542;17-11-2028;N-17569;livin;MCH-5017;Medan;4.564.293;6500
TRX-309327;25-10-2028;N-17317;BIFAST;MCH-5747;BDG;8.305.589,32;6500
TRX-314014;24-09-2028;N-11188;LIVIN;MCH-5072;Surabaya;6.132.207;2500
TRX-311207;19-10-2028;N-20515;ATM_LINK;MCH-5234;Bandung;6.426.411;0
TRX-314933;12-09-2028;N-14422;ATM;MCH-5612;Palembang;1.061.909;0
TRX-307013;02-09-2028;N-19843;LIVIN;MCH-5330;Medan;2.947.224;0
TRX-310725;15-09-2028;N-21183;bifast;MCH-5026;Banjarmasin;-939.005,83;2500
TRX-313436;07-10-2028;N-14529;livin;MCH-5437;Pontianak;5.368.556;6500
TRX-312135;;N-16645;qris;MCH-6170;Surabaya;-2.348.496,60;2500
TRX-306735;04-09-2028;N-18428;BI_FAST;MCH-5517;Jakarta Selatan;6.387.126;6500
TRX-308928;03-10-2028;N-14751;QRIS;MCH-5892;Banjarmasin;8.388.998;2500
TRX-310134;22-10-2028;N-10735;livin;MCH-6126;Surabaya;2.919.741;2500
TRX-311786;13-09-2028;N-13975;LIVIN;MCH-5398;Banjarmasin;5.259.757;6500
TRX-311087;28-09-2028;N-13373;BIFAST;MCH-5721;Bandung;2.087.958;0
TRX-312040;17-10-2028;N-17537;BIFAST;MCH-5202;Palembang;4.684.885;2500
TRX-308053;31-10-2028;N-13270;qris;MCH-5453;Balikpapan;6.381.016;6500
TRX-308703;05-09-2028;N-14464;ATM_LINK;MCH-6093;Yogyakarta;6.909.586;6500
TRX-311056;18-09-2028;N-21761;livin;MCH-5557;Pekanbaru;8.493.749;6500
TRX-309361;24-08-2028;N-15539;BI_FAST;MCH-6107;SBY;1.111.316;6500
TRX-314618;19-09-2028;N-15785;QRIS;MCH-5928;Pontianak;1.593.896;6500
TRX-307492;25-10-2028;N-14594;BI_FAST;MCH-5529;SBY;8.172.103;0
TRX-311995;18-10-2028;N-21885;ATM_LINK;MCH-5707;Surabaya;4.535.157,49;0
TRX-314295;20-09-2028;N-13927;livin;MCH-6010;Padang;747.835;6500
TRX-313423;05-11-2028;N-12171;ATM_LINK;MCH-5350;Semarang;2.219.075;6500
TRX-308210;03-09-2028;N-20600;QRIS;MCH-5487;Jakarta Selatan;8.295.805,76;2500
TRX-305126;;N-11917;BIFAST;MCH-6170;Jakarta Selatan;1.482.506;6500
TRX-306036;17-10-2028;N-21059;BIFAST;MCH-5354;BDG;8.365.865,62;0
TRX-308583;06-09-2028;N-16105;bifast;MCH-5660;Yogyakarta;4.802.654;2500
TRX-308056;12-09-2028;N-19147;bifast;MCH-6089;Yogyakarta;5.645.398;0
TRX-308847;21-10-2028;N-18250;qris;MCH-5836;Bandung;632.664;2500
TRX-308305;19-10-2028;N-14486;LIVIN;MCH-5039;SBY;8.140.400;6500
TRX-311519;24-10-2028;N-13016;ATM_LINK;MCH-5041;Jakarta Selatan;6.651.874,38;6500
TRX-314457;23-10-2028;N-18037;qris;MCH-5491;Pontianak;7.130.803,24;2500
TRX-310383;24-10-2028;N-10034;bifast;MCH-5551;Padang;5.820.652;6500
TRX-313366;06-10-2028;N-10610;livin;MCH-5666;Jkt Sel;2.397.453,93;2500
TRX-307842;24-10-2028;N-21675;bifast;MCH-5953;Denpasar;4.857.941;0
TRX-314755;15-11-2028;N-11963;BI_FAST;MCH-5108;Padang;3.100.318;0
TRX-305553;25-09-2028;N-18119;LIVIN;MCH-5996;Denpasar;6.960.835;0
TRX-305839;18-09-2028;N-12553;QRIS;MCH-5189;Surabaya;8.964.505;0
TRX-310690;30-09-2028;N-19570;BI_FAST;MCH-5992;Semarang;6.678.928,55;2500
TRX-306685;08-11-2028;N-10794;ATM;MCH-5057;Yogyakarta;1.340.706;2500
TRX-308473;02-11-2028;N-19060;bifast;MCH-5244;SBY;9.915.073;6500
TRX-306691;09-09-2028;N-18868;qris;MCH-5195;Balikpapan;5.189.127,25;6500
TRX-310003;28-10-2028;N-19304;bifast;MCH-6085;BDG;2.208.956;6500
TRX-306100;16-10-2028;N-15102;bifast;MCH-5331;Surabaya;4.893.687;0
TRX-307201;16-10-2028;N-18754;livin;MCH-5241;Jakarta Selatan;3.357.966;2500
TRX-312714;15-10-2028;N-12404;LIVIN;MCH-6090;SBY;909.646;
TRX-312810;30-10-2028;N-11968;ATM;MCH-5752;Denpasar;6.700.919;6500
TRX-310104;09-11-2028;N-10196;BIFAST;MCH-5273;SBY;684.412;0
TRX-310940;24-08-2028;N-11106;qris;MCH-5091;Semarang;3.591.479;6500
TRX-309869;22-10-2028;N-19094;livin;MCH-5393;Makassar;9.991.514;2500
TRX-307415;08-09-2028;N-18066;LIVIN;MCH-5331;Pekanbaru;1.147.169,01;6500
TRX-307356;13-09-2028;N-17316;BIFAST;MCH-5837;SBY;4.391.634;
TRX-311401;;N-17454;ATM_LINK;MCH-5379;Balikpapan;6.397.587;0
TRX-309562;17-10-2028;N-20721;ATM;MCH-6008;Makassar;1.296.522;6500
TRX-307804;24-08-2028;N-11691;QRIS;MCH-5559;BDG;9.777.289,06;0
TRX-309630;27-10-2028;N-15320;bifast;MCH-6017;Palembang;3.719.251;6500
TRX-311135;20-10-2028;N-19961;ATM_LINK;MCH-5596;Padang;-9.239.095;2500
TRX-310526;31-10-2028;N-10984;QRIS;MCH-5364;Pontianak;308.119;2500
TRX-312694;14-11-2028;N-21784;QRIS;MCH-5869;BDG;-7.974.798;2500
TRX-308401;08-11-2028;N-10317;livin;MCH-5192;Banjarmasin;1.670.772,66;2500
TRX-313542;21-10-2028;N-12932;BI_FAST;MCH-5016;Palembang;9.068.533;
TRX-314394;04-09-2028;N-15282;BI_FAST;MCH-5597;Medan;1.521.424;2500
TRX-310243;28-10-2028;N-11669;livin;MCH-5865;Banjarmasin;2.664.099;6500
TRX-306151;24-08-2028;N-12225;QRIS;MCH-5828;BDG;8.533.685;0
TRX-311624;27-09-2028;N-10837;QRIS;MCH-5586;Palembang;85.223;2500
TRX-309862;28-10-2028;N-19121;BI_FAST;MCH-5986;Medan;3.221.198;0
TRX-312974;11-10-2028;N-10071;qris;MCH-6044;Pontianak;9.706.840,36;0
TRX-310801;05-10-2028;N-10192;ATM;MCH-5553;Palembang;4.069.118;2500
TRX-311675;26-09-2028;N-12118;bifast;MCH-5608;Palembang;1.041.749;0
TRX-309752;17-09-2028;N-10287;qris;MCH-5695;Medan;3.922.002;0
TRX-306073;16-09-2028;N-21722;BI_FAST;MCH-5518;BDG;8.350.710,36;2500
TRX-309473;04-10-2028;N-12966;qris;MCH-5405;Bandung;8.006.966;0
TRX-311331;26-10-2028;N-21783;BIFAST;MCH-5408;Medan;2.347.092;0
TRX-307536;25-10-2028;N-17955;bifast;MCH-5852;Padang;839.175;6500
TRX-312291;21-10-2028;N-17473;livin;MCH-5229;Balikpapan;745.565;2500
