fact_id;waktu_id;nasabah_id;channel_id;wilayah_id;merchant_id;nominal_transaksi;biaya_admin
219;20260109;737;4;1;15;12744005.0;2500.0
220;20260301;591;1;1;84;5693044.0;0.0
221;20260127;562;5;2;0;14799724.0;0.0
222;20260102;978;2;3;29;13834317.0;0.0
223;20260329;902;3;1;75;7490188.0;2500.0
224;20260120;417;4;0;44;12743946.0;2500.0
225;20260304;253;1;3;38;10775641.0;6500.0
226;20260304;481;4;2;62;3256565.0;2500.0
227;20260227;315;1;3;0;7545300.0;2500.0
228;20260310;557;1;1;94;10253182.0;2500.0
229;20260106;579;5;1;0;1782842.0;2500.0
230;20260107;200;3;0;23;8724062.0;2500.0
231;20260406;471;3;0;64;13312112.0;6500.0
232;20260312;894;5;0;0;14833607.0;6500.0
233;20260328;943;2;0;3;14162579.0;0.0
234;20260223;140;4;2;45;2778454.0;2500.0
235;20260212;290;1;1;7;215456.0;2500.0
236;20260119;130;4;1;0;1624388.0;0.0
237;20260306;192;1;0;26;14075975.0;6500.0
238;20260411;826;2;0;52;11725025.0;0.0
239;20260302;959;1;2;6;13031550.0;2500.0
240;20260407;910;5;0;97;14394529.0;6500.0
241;20260130;54;4;3;73;14821867.0;0.0
242;20260211;177;5;3;85;11193737.0;0.0
243;20260325;305;3;2;29;12425035.0;0.0
244;20260308;271;1;3;85;13031387.0;2500.0
245;20260318;846;1;3;0;12385330.0;2500.0
246;20260104;107;2;1;20;1121304.0;2500.0
247;20260219;7;3;3;45;1630747.0;2500.0
248;20260308;126;2;1;42;2789942.0;6500.0
249;20260220;729;4;1;0;13720278.0;2500.0
250;20260118;405;3;3;1;1945521.0;6500.0
251;20260302;993;3;0;52;10754464.0;6500.0
252;20260328;149;4;1;66;9188064.0;2500.0
253;20260119;904;3;3;28;4300568.0;2500.0
254;20260401;940;2;1;62;10280086.0;6500.0
255;20260312;894;5;2;65;1760039.0;0.0
256;20260108;778;5;2;54;10332570.0;0.0
257;20260208;305;2;0;0;2016561.0;0.0
258;20260315;176;2;2;80;11442321.0;6500.0
259;20260224;332;4;1;0;2838491.0;6500.0
260;20260206;243;5;3;93;9108120.0;2500.0
261;20260308;435;5;1;6;14704551.0;2500.0
262;20260409;210;5;1;99;7758516.0;0.0
263;20260307;832;3;3;36;185450.0;2500.0
264;20260109;533;5;1;52;2643123.0;6500.0
265;20260122;837;2;3;0;3239175.0;6500.0
266;20260304;330;2;1;53;6028540.0;2500.0
267;20260119;924;2;3;40;8693965.0;2500.0
268;20260314;178;2;3;15;2623588.0;2500.0
269;20260215;308;4;0;43;11769695.0;0.0
270;20260214;345;5;2;97;1753046.0;2500.0
271;20260102;331;5;1;0;12496946.0;0.0
272;20260302;185;4;1;76;2837954.0;6500.0
273;20260114;129;1;1;0;9424036.0;2500.0
274;20260318;336;3;0;5;11937227.0;6500.0
275;20260129;487;5;2;60;2879878.0;2500.0
276;20260121;866;2;3;12;10277741.0;2500.0
277;20260213;22;4;3;74;4279691.0;2500.0
278;20260127;439;2;1;2;5691973.0;6500.0
279;20260107;110;2;1;59;11491254.0;0.0
280;20260201;64;1;1;96;8558378.0;0.0
281;20260216;768;1;2;44;7920955.0;2500.0
282;20260310;469;3;2;34;9656046.0;0.0
283;20260227;447;5;1;7;13718477.0;2500.0
284;20260110;199;2;3;0;14842378.0;0.0
285;20260117;781;3;3;40;7562260.0;0.0
286;20260227;310;3;0;0;2577325.0;6500.0
287;20260107;145;4;0;29;2464790.0;6500.0
288;20260105;455;4;3;28;10484105.0;2500.0
289;20260304;170;5;1;79;5387460.0;6500.0
290;20260404;829;5;1;42;13414441.0;6500.0
291;20260207;611;5;2;26;10033817.0;2500.0
292;20260105;254;2;1;95;1876830.0;6500.0
293;20260308;428;2;2;16;7753112.0;6500.0
294;20260110;413;2;1;73;12309365.0;0.0
295;20260125;809;2;0;0;14011367.0;6500.0
296;20260129;138;2;2;0;922422.0;0.0
297;20260305;940;2;2;0;892804.0;6500.0
298;20260102;419;5;2;43;10227420.0;2500.0
299;20260205;450;2;1;81;3474145.0;2500.0
300;20260305;913;4;2;0;2393464.0;6500.0
301;20260214;652;1;1;99;3556991.0;6500.0
302;20260331;194;2;1;95;14698498.0;0.0
303;20260328;962;5;3;0;4345351.0;0.0
304;20260306;692;3;2;86;12695922.0;6500.0
305;20260213;616;2;2;0;4360014.0;2500.0
306;20260109;207;5;2;8;4012795.0;0.0
307;20260213;563;5;0;33;728823.0;0.0
308;20260111;557;3;2;0;2194080.0;0.0
309;20260212;387;5;1;68;7571492.0;2500.0
310;20260222;112;5;1;4;7856204.0;6500.0
311;20260330;824;2;3;0;9000836.0;0.0
312;20260329;348;5;2;68;12533666.0;0.0
313;20260216;462;4;2;0;11107.0;2500.0
314;20260326;681;5;2;20;7360787.0;0.0
315;20260110;443;4;3;70;2690480.0;0.0
316;20260411;140;1;2;64;8444796.0;0.0
317;20260224;79;4;0;47;5703533.0;0.0
318;20260224;477;5;3;19;10566405.0;0.0
319;20260316;464;2;3;77;778895.0;2500.0
320;20260307;883;5;2;98;9702186.0;0.0
321;20260203;616;4;2;68;1604177.0;6500.0
322;20260312;12;1;1;74;2400913.0;0.0
323;20260317;779;1;2;69;2170770.0;0.0
324;20260123;807;2;2;59;1513940.0;2500.0
325;20260203;458;3;2;0;7743364.0;6500.0
326;20260310;345;4;1;8;1495455.0;0.0
327;20260122;853;1;1;0;8397498.0;6500.0
328;20260117;297;1;2;0;13008231.0;6500.0
329;20260213;513;1;1;46;6519654.0;2500.0
330;20260108;473;5;1;66;2043440.0;6500.0
331;20260327;763;5;3;44;9291328.0;0.0
332;20260313;528;4;3;0;9233704.0;0.0
333;20260206;382;3;0;35;6846295.0;2500.0
334;20260104;819;4;0;46;8106111.0;6500.0
335;20260405;752;3;2;98;2635741.0;0.0
336;20260312;678;5;1;0;5947685.0;6500.0
337;20260319;862;5;3;71;13726583.0;0.0
338;20260319;818;5;3;0;7893800.0;6500.0
339;20260223;344;5;3;30;11440518.0;6500.0
340;20260109;183;2;3;31;11814793.0;2500.0
341;20260321;729;5;3;32;3500738.0;2500.0
342;20260306;79;1;2;78;12640480.0;2500.0
343;20260212;606;5;2;0;12895686.0;6500.0
344;20260206;469;5;3;21;8731361.0;0.0
345;20260119;863;5;2;0;9004555.0;0.0
346;20260331;985;5;2;44;13135990.0;0.0
347;20260216;620;2;3;48;10718737.0;6500.0
348;20260119;56;1;3;43;10626014.0;0.0
349;20260302;809;5;1;11;8820837.0;0.0
350;20260408;715;3;2;99;1703342.0;2500.0
351;20260305;698;5;2;0;1153017.0;6500.0
352;20260115;729;2;2;60;8126633.0;0.0
353;20260226;225;5;3;0;10958638.0;2500.0
354;20260123;341;5;3;4;13508341.0;6500.0
355;20260115;166;5;0;0;2940266.0;2500.0
356;20260408;575;1;1;0;14131763.0;0.0
357;20260404;558;5;3;0;7535103.0;6500.0
358;20260123;375;4;2;53;6334588.0;0.0
359;20260403;918;2;1;0;13720467.0;0.0
360;20260112;413;1;1;0;10293297.0;2500.0
361;20260328;605;1;2;58;2816476.0;2500.0
362;20260320;609;2;3;63;6989640.0;2500.0
363;20260121;321;2;1;0;28645.0;2500.0
364;20260220;727;3;2;0;6669753.0;6500.0
365;20260206;227;5;3;86;9325931.0;0.0
366;20260331;56;4;1;9;9244969.0;6500.0
367;20260201;859;5;3;33;11959562.0;6500.0
368;20260318;180;1;3;14;7483738.0;0.0
369;20260307;812;2;2;0;8373181.0;2500.0
370;20260308;243;2;2;0;3411595.0;2500.0
371;20260210;595;5;3;11;363624.0;0.0
372;20260227;347;3;2;59;9409945.0;6500.0
373;20260310;667;5;1;47;13797643.0;6500.0
374;20260321;167;3;0;1;6287113.0;6500.0
375;20260222;840;5;2;54;3235793.0;6500.0
376;20260105;400;5;2;41;11825245.0;6500.0
377;20260304;201;5;0;46;7042907.0;0.0
378;20260321;571;1;3;12;10921095.0;6500.0
379;20260409;150;4;2;0;1821934.0;0.0
380;20260221;702;1;2;16;13465223.0;6500.0
381;20260102;423;5;0;83;12613706.0;0.0
382;20260216;333;1;2;81;14999532.0;0.0
383;20260215;533;3;1;37;834984.0;2500.0
384;20260106;606;2;1;45;12664443.0;6500.0
385;20260108;254;2;3;0;2068869.0;6500.0
386;20260311;910;4;2;57;4797850.0;0.0
387;20260324;577;5;2;32;6288748.0;6500.0
388;20260211;727;5;3;0;1958819.0;2500.0
389;20260127;203;2;2;47;3182306.0;6500.0
390;20260408;239;3;2;17;5461288.0;0.0
391;20260309;440;2;3;0;8883737.0;6500.0
392;20260322;704;1;3;69;3820702.0;2500.0
393;20260128;406;3;3;93;1049686.0;6500.0
394;20260405;682;1;1;3;6026281.0;6500.0
395;20260305;718;5;2;0;5978372.0;0.0
396;20260315;314;3;0;0;9781306.0;6500.0
397;20260325;939;5;1;10;4561309.0;6500.0
398;20260407;488;3;3;45;10419652.0;2500.0
399;20260206;471;1;0;64;98992.0;2500.0
400;20260216;791;1;3;0;10908693.0;2500.0
401;20260308;602;3;1;0;5534986.0;6500.0
402;20260322;208;1;1;0;13494580.0;2500.0
403;20260322;723;2;3;58;5018594.0;6500.0
404;20260118;694;2;2;70;14673610.0;6500.0
405;20260217;803;5;2;0;9322107.0;6500.0
406;20260322;280;5;3;34;12822300.0;0.0
407;20260107;954;4;0;32;12035207.0;0.0
408;20260306;521;5;0;3;12863651.0;2500.0
409;20260402;886;1;3;45;2444191.0;2500.0
410;20260121;423;2;2;28;6695661.0;6500.0
411;20260218;872;3;0;44;14450788.0;6500.0
412;20260127;699;3;0;84;5551395.0;6500.0
413;20260114;86;5;2;16;9711956.0;0.0
414;20260124;90;2;3;97;6123606.0;0.0
415;20260330;906;3;2;77;14539743.0;0.0
416;20260108;428;3;2;62;4283184.0;6500.0
417;20260302;398;1;2;14;9303427.0;0.0
418;20260411;881;5;2;88;14517687.0;0.0
419;20260225;771;5;2;76;12651822.0;2500.0
420;20260409;71;5;2;0;10064614.0;0.0
421;20260204;990;3;3;92;6197069.0;0.0
422;20260405;582;2;3;9;6193683.0;2500.0
423;20260406;706;5;1;0;12931341.0;0.0
424;20260311;672;2;3;0;12269446.0;0.0
425;20260210;650;1;1;62;682798.0;2500.0
426;20260329;888;1;3;75;13434798.0;2500.0
427;20260316;810;2;3;9;8897334.0;0.0
428;20260213;585;1;0;85;5292465.0;2500.0
429;20260209;254;2;1;43;7207778.0;6500.0
430;20260221;382;2;1;17;3631668.0;0.0
431;20260305;110;1;3;0;8601954.0;6500.0
432;20260106;330;4;2;57;3253836.0;0.0
433;20260310;886;5;3;0;9323696.0;0.0
434;20260212;503;2;3;67;9827398.0;6500.0
435;20260307;189;3;1;38;8531376.0;2500.0
436;20260130;15;5;1;83;184225.0;0.0
437;20260217;786;2;2;37;1304008.0;6500.0
438;20260113;340;3;1;54;3663963.0;6500.0
439;20260323;942;3;3;53;2420234.0;6500.0
440;20260127;218;2;1;17;8371730.0;6500.0
441;20260323;831;4;3;0;5246305.0;0.0
442;20260104;477;4;3;0;1754528.0;6500.0
443;20260303;678;5;3;94;5776987.0;2500.0
444;20260107;718;2;2;31;4406795.0;6500.0
445;20260215;660;3;3;93;5023249.0;6500.0
446;20260408;269;3;2;14;8008258.0;6500.0
447;20260101;157;4;2;0;12637957.0;6500.0
448;20260108;665;2;1;0;3972207.0;0.0
449;20260108;880;1;3;49;6192043.0;6500.0
450;20260331;400;1;2;61;13672799.0;2500.0
451;20260207;533;3;1;32;6981463.0;6500.0
452;20260206;945;5;1;95;5534842.0;2500.0
453;20260131;745;2;2;31;10584539.0;6500.0
454;20260216;14;5;3;48;6830306.0;0.0
455;20260130;720;3;3;0;12611673.0;2500.0
456;20260206;2;5;3;89;13348612.0;0.0
457;20260210;572;5;3;40;6014771.0;0.0
458;20260212;93;4;3;25;10994157.0;0.0
459;20260104;694;2;3;0;12551552.0;2500.0
460;20260121;885;2;1;0;6570350.0;6500.0
461;20260309;544;5;3;90;12002513.0;0.0
462;20260212;377;2;2;81;12495558.0;0.0
463;20260115;807;2;3;75;13272877.0;6500.0
464;20260401;33;5;3;33;12314429.0;6500.0
465;20260228;659;2;2;26;2556141.0;6500.0
466;20260321;55;2;1;29;13761764.0;0.0
467;20260227;566;5;2;0;2306735.0;6500.0
468;20260218;940;2;1;0;14374133.0;2500.0
469;20260106;209;2;2;18;10490944.0;0.0
470;20260404;506;5;1;0;7542317.0;0.0
471;20260214;181;1;1;56;2128069.0;2500.0
472;20260215;292;3;3;8;11251940.0;2500.0
473;20260307;666;5;2;59;11796490.0;6500.0
474;20260306;606;2;1;26;14139935.0;2500.0
475;20260128;36;5;2;37;3594905.0;2500.0
476;20260113;993;5;1;0;14330246.0;2500.0
477;20260301;41;5;0;0;7144303.0;0.0
478;20260117;590;3;1;73;9881536.0;0.0
479;20260327;6;2;0;31;8902921.0;6500.0
480;20260115;331;5;1;1;2135307.0;2500.0
481;20260307;246;5;3;10;9333498.0;2500.0
482;20260305;440;2;2;29;2644737.0;2500.0
483;20260407;263;3;3;0;13124173.0;2500.0
484;20260130;773;4;1;44;13243970.0;6500.0
485;20260309;359;3;1;55;4452268.0;6500.0
486;20260220;813;1;2;21;4474365.0;2500.0
487;20260327;111;3;3;0;6150213.0;6500.0
488;20260214;406;2;1;0;8566916.0;6500.0
489;20260324;272;1;3;0;13003033.0;0.0
490;20260114;573;5;3;0;7263515.0;6500.0
491;20260121;413;2;3;74;8321154.0;6500.0
492;20260223;42;5;3;0;1018663.0;6500.0
493;20260316;410;3;3;0;8257110.0;2500.0
494;20260401;792;4;3;0;748960.0;0.0
495;20260409;19;4;1;0;13404996.0;0.0
496;20260125;9;2;2;0;4386846.0;2500.0
497;20260217;31;2;0;96;2762274.0;6500.0
498;20260407;393;5;2;76;3376156.0;2500.0
499;20260325;197;5;2;0;14076089.0;0.0
500;20260303;442;4;0;30;2617740.0;0.0
501;20260319;539;5;2;10;8262791.0;0.0
502;20260130;904;4;3;74;8778349.0;2500.0
503;20260221;677;1;3;70;5158467.0;0.0
504;20260129;285;3;2;98;4924297.0;2500.0
505;20260313;304;5;3;0;5146506.0;0.0
506;20260316;914;5;3;9;6948875.0;6500.0
507;20260207;385;5;3;11;12084716.0;2500.0
508;20260317;346;5;3;13;12569445.0;6500.0
509;20260316;957;2;0;62;7236676.0;0.0
510;20260411;12;4;3;78;1310760.0;0.0
511;20260216;349;2;3;29;14364221.0;6500.0
512;20260120;17;2;2;67;11657974.0;0.0
513;20260217;878;1;2;24;3527410.0;0.0
514;20260403;406;4;3;0;2278169.0;6500.0
515;20260307;449;3;3;87;11072754.0;0.0
516;20260411;75;3;0;25;9338145.0;0.0
517;20260117;746;5;2;60;3181694.0;2500.0
518;20260223;503;5;3;36;1930482.0;2500.0
519;20260130;367;5;0;70;6070626.0;0.0
520;20260407;912;2;2;0;4808702.0;2500.0
521;20260203;267;3;0;0;12675816.0;6500.0
522;20260310;154;5;3;68;5140293.0;0.0
523;20260312;916;5;0;73;11907488.0;0.0
524;20260318;820;2;3;62;4139467.0;0.0
525;20260410;299;5;2;34;3531556.0;0.0
526;20260302;234;2;3;0;11981323.0;6500.0
527;20260120;861;4;1;48;11219558.0;6500.0
528;20260310;661;5;2;66;5437973.0;2500.0
529;20260328;540;2;3;48;7055320.0;6500.0
530;20260118;69;2;1;49;7330248.0;6500.0
531;20260112;793;5;2;38;6103161.0;0.0
532;20260319;890;5;0;92;10594656.0;6500.0
533;20260314;270;3;3;14;13092822.0;0.0
534;20260316;749;2;0;0;6588143.0;6500.0
535;20260122;737;4;3;76;2799555.0;0.0
536;20260404;547;5;0;40;914519.0;0.0
537;20260203;336;5;3;0;14655965.0;6500.0
538;20260406;613;2;3;30;899197.0;0.0
539;20260119;164;2;1;87;932690.0;0.0
540;20260130;27;5;3;23;8080434.0;6500.0
541;20260411;870;4;3;96;2304816.0;0.0
542;20260120;292;2;1;95;7071761.0;6500.0
543;20260106;103;1;2;3;8488228.0;0.0
544;20260215;422;5;2;2;14246065.0;2500.0
545;20260316;889;2;2;6;2660219.0;6500.0
546;20260122;357;1;2;0;2226123.0;6500.0
547;20260126;313;4;2;46;14251048.0;0.0
548;20260118;672;1;3;0;4406019.0;6500.0
549;20260128;366;2;2;6;7675846.0;2500.0
550;20260321;525;5;2;92;4985575.0;0.0
551;20260406;659;2;0;9;14477425.0;2500.0
552;20260311;891;5;3;0;5734051.0;0.0
553;20260311;428;4;1;0;7235365.0;6500.0
554;20260228;875;5;1;7;11149864.0;0.0
555;20260406;165;5;2;59;3541280.0;2500.0
556;20260306;736;2;3;6;12979431.0;6500.0
557;20260329;626;3;1;100;7127159.0;6500.0
558;20260323;104;1;1;42;3659645.0;2500.0
559;20260408;726;5;0;0;11022086.0;6500.0
560;20260201;50;5;2;29;11199627.0;2500.0
561;20260317;390;5;3;72;5757291.0;0.0
562;20260117;27;4;1;78;13748816.0;2500.0
563;20260311;594;2;2;76;3094032.0;6500.0
564;20260328;457;4;1;0;10643191.0;0.0
565;20260110;165;2;2;88;11940822.0;6500.0
